2024-03-05;217
2024-03-04;222
2024-03-03;96
2024-03-02;98
2024-03-01;223
2024-02-29;256
2024-02-28;204
2024-02-27;273
2024-02-26;271
2024-02-25;87
2024-02-24;137
2024-02-23;229
2024-02-22;273
2024-02-21;312
2024-02-20;266
2024-02-19;261
2024-02-18;123
2024-02-17;129
2024-02-16;235
2024-02-15;261
2024-02-14;272
2024-02-13;280
2024-02-12;304
2024-02-11;70
2024-02-10;124
2024-02-09;180
2024-02-08;232
2024-02-07;290
2024-02-06;148
2024-02-05;229
2024-02-04;117
2024-02-03;85
2024-02-02;194
2024-02-01;279
2024-01-31;251
2024-01-30;258
2024-01-29;207
2024-01-28;114
2024-01-27;109
2024-01-26;184
2024-01-25;198
2024-01-24;223
2024-01-23;134
2024-01-22;140
2024-01-21;107
2024-01-20;88
2024-01-19;153
2024-01-18;145
2024-01-17;205
2024-01-16;218
2024-01-15;136
2024-01-14;61
2024-01-13;85
2024-01-12;155
2024-01-11;170
2024-01-10;128
2024-01-09;176
2024-01-08;149
2024-01-07;114
2024-01-06;77
2024-01-05;58
2024-01-04;127
2024-01-03;83
2024-01-02;78
2024-01-01;90
2023-12-31;60
2023-12-30;69
2023-12-29;81
2023-12-28;70
2023-12-27;80
2023-12-26;62
2023-12-25;41
2023-12-24;64
2023-12-23;66
2023-12-22;140
2023-12-21;184
2023-12-20;173
2023-12-19;211
2023-12-18;200
2023-12-17;85
2023-12-16;111
2023-12-15;175
2023-12-14;231
2023-12-13;180
2023-12-12;154
2023-12-11;214
2023-12-10;69
2023-12-09;103
2023-12-08;176
2023-12-07;213
2023-12-06;190
2023-12-05;221
2023-12-04;142
2023-12-03;82
2023-12-02;88
2023-12-01;165
2023-11-30;208
2023-11-29;233
2023-11-28;252
2023-11-27;221
2023-11-26;98
2023-11-25;102
2023-11-24;113
2023-11-23;229
2023-11-22;242
2023-11-21;256
2023-11-20;223
2023-11-19;76
2023-11-18;79
2023-11-17;59
2023-11-16;202
2023-11-15;240
2023-11-14;272
2023-11-13;236
2023-11-12;90
2023-11-11;93
2023-11-10;194
2023-11-09;225
2023-11-08;242
2023-11-07;269
2023-11-06;211
2023-11-05;38
2023-11-04;120
2023-11-03;169
2023-11-02;247
2023-11-01;227
2023-10-31;204
2023-10-30;221
2023-10-29;82
2023-10-28;110
2023-10-27;130
2023-10-26;193
2023-10-25;297
2023-10-24;265
2023-10-23;93
2023-10-22;41
2023-10-21;90
2023-10-20;179
2023-10-19;229
2023-10-18;237
2023-10-17;130
2023-10-16;210
2023-10-15;78
2023-10-14;63
2023-10-13;195
2023-10-12;235
2023-10-11;205
2023-10-10;220
2023-10-09;217
2023-10-08;91
2023-10-07;35
2023-10-06;165
2023-10-05;184
2023-10-04;175
2023-10-03;133
2023-10-02;141
2023-10-01;84
2023-09-30;41
2023-09-29;150
2023-09-28;111
2023-09-27;85
2023-09-26;192
2023-09-25;180
2023-09-24;65
2023-09-23;48
2023-09-22;116
2023-09-21;198
2023-09-20;229
2023-09-19;221
2023-09-18;192
2023-09-17;82
2023-09-16;95
2023-09-15;160
2023-09-14;201
2023-09-13;226
2023-09-12;219
2023-09-11;216
2023-09-10;82
2023-09-09;68
2023-09-08;183
2023-09-07;230
2023-09-06;214
2023-09-05;162
2023-09-04;192
2023-09-03;78
2023-09-02;86
2023-09-01;192
2023-08-31;200
2023-08-30;207
2023-08-29;210
2023-08-28;183
2023-08-27;67
2023-08-26;77
2023-08-25;183
2023-08-24;204
2023-08-23;186
2023-08-22;204
2023-08-21;135
2023-08-20;87
2023-08-19;65
2023-08-18;174
2023-08-17;182
2023-08-16;130
2023-08-15;200
2023-08-14;180
2023-08-13;79
2023-08-12;67
2023-08-11;144
2023-08-10;103
2023-08-09;170
2023-08-08;189
2023-08-07;186
2023-08-06;61
2023-08-05;54
2023-08-04;168
2023-08-03;129
2023-08-02;122
2023-08-01;183
2023-07-31;184
2023-07-30;65
2023-07-29;62
2023-07-28;138
2023-07-27;157
2023-07-26;143
2023-07-25;153
2023-07-24;116
2023-07-23;18
2023-07-22;32
2023-07-21;125
2023-07-20;140
2023-07-19;175
2023-07-18;207
2023-07-17;166
2023-07-16;49
2023-07-15;70
2023-07-14;85
2023-07-13;121
2023-07-12;116
2023-07-11;163
2023-07-10;131
2023-07-09;19
2023-07-08;21
2023-07-07;126
2023-07-06;142
2023-07-05;158
2023-07-04;162
